Date,Year,Month,Day
19971216,1997,December,16
19971217,1997,December,17
19971218,1997,December,18
19971219,1997,December,19
19971222,1997,December,22
19971223,1997,December,23
19971224,1997,December,24
19971226,1997,December,26
19971229,1997,December,29
19971230,1997,December,30
19971231,1997,December,31
19980102,1998,January,2
19980105,1998,January,5
19980106,1998,January,6
19980107,1998,January,7
19980108,1998,January,8
19980109,1998,January,9
19980112,1998,January,12
19980113,1998,January,13
19980114,1998,January,14
19980115,1998,January,15
19980116,1998,January,16
19980120,1998,January,20
19980121,1998,January,21
19980122,1998,January,22
19980123,1998,January,23
19980126,1998,January,26
19980127,1998,January,27
19980128,1998,January,28
19980129,1998,January,29
19980130,1998,January,30
19980202,1998,February,2
19980203,1998,February,3
19980204,1998,February,4
19980205,1998,February,5
19980206,1998,February,6
19980209,1998,February,9
19980210,1998,February,10
19980211,1998,February,11
19980212,1998,February,12
19980213,1998,February,13
19980217,1998,February,17
19980218,1998,February,18
19980219,1998,February,19
19980220,1998,February,20
19980223,1998,February,23
19980224,1998,February,24
19980225,1998,February,25
19980226,1998,February,26
19980227,1998,February,27
19980302,1998,March,2
19980303,1998,March,3
19980304,1998,March,4
19980305,1998,March,5
19980306,1998,March,6
19980309,1998,March,9
19980310,1998,March,10
19980311,1998,March,11
19980312,1998,March,12
19980313,1998,March,13
19980316,1998,March,16
19980317,1998,March,17
19980318,1998,March,18
19980319,1998,March,19
19980320,1998,March,20
19980323,1998,March,23
19980324,1998,March,24
19980325,1998,March,25
19980326,1998,March,26
19980327,1998,March,27
19980330,1998,March,30
19980331,1998,March,31
19980401,1998,April,1
19980402,1998,April,2
19980403,1998,April,3
19980406,1998,April,6
19980407,1998,April,7
19980408,1998,April,8
19980409,1998,April,9
19980413,1998,April,13
19980414,1998,April,14
19980415,1998,April,15
19980416,1998,April,16
19980417,1998,April,17
19980420,1998,April,20
19980421,1998,April,21
19980422,1998,April,22
19980423,1998,April,23
19980424,1998,April,24
19980427,1998,April,27
19980428,1998,April,28
19980429,1998,April,29
19980430,1998,April,30
19980501,1998,May,1
19980504,1998,May,4
19980505,1998,May,5
19980506,1998,May,6
19980507,1998,May,7
19980508,1998,May,8
19980511,1998,May,11
19980512,1998,May,12
19980513,1998,May,13
19980514,1998,May,14
19980515,1998,May,15
19980518,1998,May,18
19980519,1998,May,19
19980520,1998,May,20
19980521,1998,May,21
19980522,1998,May,22
19980526,1998,May,26
19980527,1998,May,27
19980528,1998,May,28
19980529,1998,May,29
19980601,1998,June,1
19980602,1998,June,2
19980603,1998,June,3
19980604,1998,June,4
19980605,1998,June,5
19980608,1998,June,8
19980609,1998,June,9
19980610,1998,June,10
19980611,1998,June,11
19980612,1998,June,12
19980615,1998,June,15
19980616,1998,June,16
19980617,1998,June,17
19980618,1998,June,18
19980619,1998,June,19
19980622,1998,June,22
19980623,1998,June,23
19980624,1998,June,24
19980625,1998,June,25
19980626,1998,June,26
19980629,1998,June,29
19980630,1998,June,30
19980701,1998,July,1
19980702,1998,July,2
19980706,1998,July,6
19980707,1998,July,7
19980708,1998,July,8
19980709,1998,July,9
19980710,1998,July,10
19980713,1998,July,13
19980714,1998,July,14
19980715,1998,July,15
19980716,1998,July,16
19980717,1998,July,17
19980720,1998,July,20
19980721,1998,July,21
19980722,1998,July,22
19980723,1998,July,23
19980724,1998,July,24
19980727,1998,July,27
19980728,1998,July,28
19980729,1998,July,29
19980730,1998,July,30
19980731,1998,July,31
19980803,1998,August,3
19980804,1998,August,4
19980805,1998,August,5
19980806,1998,August,6
19980807,1998,August,7
19980810,1998,August,10
19980811,1998,August,11
19980812,1998,August,12
19980813,1998,August,13
19980814,1998,August,14
19980817,1998,August,17
19980818,1998,August,18
19980819,1998,August,19
19980820,1998,August,20
19980821,1998,August,21
19980824,1998,August,24
19980825,1998,August,25
19980826,1998,August,26
19980827,1998,August,27
19980828,1998,August,28
19980831,1998,August,31
19980901,1998,September,1
19980902,1998,September,2
19980903,1998,September,3
19980904,1998,September,4
19980908,1998,September,8
19980909,1998,September,9
19980910,1998,September,10
19980911,1998,September,11
19980914,1998,September,14
19980915,1998,September,15
19980916,1998,September,16
19980917,1998,September,17
19980918,1998,September,18
19980921,1998,September,21
19980922,1998,September,22
19980923,1998,September,23
19980924,1998,September,24
19980925,1998,September,25
19980928,1998,September,28
19980929,1998,September,29
19980930,1998,September,30
19981001,1998,October,1
19981002,1998,October,2
19981005,1998,October,5
19981006,1998,October,6
19981007,1998,October,7
19981008,1998,October,8
19981009,1998,October,9
19981012,1998,October,12
19981013,1998,October,13
19981014,1998,October,14
19981015,1998,October,15
19981016,1998,October,16
19981019,1998,October,19
19981020,1998,October,20
19981021,1998,October,21
19981022,1998,October,22
19981023,1998,October,23
19981026,1998,October,26
19981027,1998,October,27
19981028,1998,October,28
19981029,1998,October,29
19981030,1998,October,30
19981102,1998,November,2
19981103,1998,November,3
19981104,1998,November,4
19981105,1998,November,5
19981106,1998,November,6
19981109,1998,November,9
19981110,1998,November,10
19981111,1998,November,11
19981112,1998,November,12
19981113,1998,November,13
19981116,1998,November,16
19981117,1998,November,17
19981118,1998,November,18
19981119,1998,November,19
19981120,1998,November,20
19981123,1998,November,23
19981124,1998,November,24
19981125,1998,November,25
19981127,1998,November,27
19981130,1998,November,30
19981201,1998,December,1
19981202,1998,December,2
19981203,1998,December,3
19981204,1998,December,4
19981207,1998,December,7
19981208,1998,December,8
19981209,1998,December,9
19981210,1998,December,10
19981211,1998,December,11
19981214,1998,December,14
19981215,1998,December,15
19981216,1998,December,16
19981217,1998,December,17
19981218,1998,December,18
19981221,1998,December,21
19981222,1998,December,22
19981223,1998,December,23
19981224,1998,December,24
19981228,1998,December,28
19981229,1998,December,29
19981230,1998,December,30
19981231,1998,December,31
19990104,1999,January,4
19990105,1999,January,5
19990106,1999,January,6
19990107,1999,January,7
19990108,1999,January,8
19990111,1999,January,11
19990112,1999,January,12
19990113,1999,January,13
19990114,1999,January,14
19990115,1999,January,15
19990119,1999,January,19
19990120,1999,January,20
19990121,1999,January,21
19990122,1999,January,22
19990125,1999,January,25
19990126,1999,January,26
19990127,1999,January,27
19990128,1999,January,28
19990129,1999,January,29
19990201,1999,February,1
19990202,1999,February,2
19990203,1999,February,3
19990204,1999,February,4
19990205,1999,February,5
19990208,1999,February,8
19990209,1999,February,9
19990210,1999,February,10
19990211,1999,February,11
19990212,1999,February,12
19990216,1999,February,16
19990217,1999,February,17
19990218,1999,February,18
19990219,1999,February,19
19990222,1999,February,22
19990223,1999,February,23
19990224,1999,February,24
19990225,1999,February,25
19990226,1999,February,26
19990301,1999,March,1
19990302,1999,March,2
19990303,1999,March,3
19990304,1999,March,4
19990305,1999,March,5
19990308,1999,March,8
19990309,1999,March,9
19990310,1999,March,10
19990311,1999,March,11
19990312,1999,March,12
19990315,1999,March,15
19990316,1999,March,16
19990317,1999,March,17
19990318,1999,March,18
19990319,1999,March,19
19990322,1999,March,22
19990323,1999,March,23
19990324,1999,March,24
19990325,1999,March,25
19990326,1999,March,26
19990329,1999,March,29
19990330,1999,March,30
19990331,1999,March,31
19990401,1999,April,1
19990405,1999,April,5
19990406,1999,April,6
19990407,1999,April,7
19990408,1999,April,8
19990409,1999,April,9
19990412,1999,April,12
19990413,1999,April,13
19990414,1999,April,14
19990415,1999,April,15
19990416,1999,April,16
19990419,1999,April,19
19990420,1999,April,20
19990421,1999,April,21
19990422,1999,April,22
19990423,1999,April,23
19990426,1999,April,26
19990427,1999,April,27
19990428,1999,April,28
19990429,1999,April,29
19990430,1999,April,30
19990503,1999,May,3
19990504,1999,May,4
19990505,1999,May,5
19990506,1999,May,6
19990507,1999,May,7
19990510,1999,May,10
19990511,1999,May,11
19990512,1999,May,12
19990513,1999,May,13
19990514,1999,May,14
19990517,1999,May,17
19990518,1999,May,18
19990519,1999,May,19
19990520,1999,May,20
19990521,1999,May,21
19990524,1999,May,24
19990525,1999,May,25
19990526,1999,May,26
19990527,1999,May,27
19990528,1999,May,28
19990601,1999,June,1
19990602,1999,June,2
19990603,1999,June,3
19990604,1999,June,4
19990607,1999,June,7
19990608,1999,June,8
19990609,1999,June,9
19990610,1999,June,10
19990611,1999,June,11
19990614,1999,June,14
19990615,1999,June,15
19990616,1999,June,16
19990617,1999,June,17
19990618,1999,June,18
19990621,1999,June,21
19990622,1999,June,22
19990623,1999,June,23
19990624,1999,June,24
19990625,1999,June,25
19990628,1999,June,28
19990629,1999,June,29
19990630,1999,June,30
19990701,1999,July,1
19990702,1999,July,2
19990706,1999,July,6
19990707,1999,July,7
19990708,1999,July,8
19990709,1999,July,9
19990712,1999,July,12
19990713,1999,July,13
19990714,1999,July,14
19990715,1999,July,15
19990716,1999,July,16
19990719,1999,July,19
19990720,1999,July,20
19990721,1999,July,21
19990722,1999,July,22
19990723,1999,July,23
19990726,1999,July,26
19990727,1999,July,27
19990728,1999,July,28
19990729,1999,July,29
19990730,1999,July,30
19990802,1999,August,2
19990803,1999,August,3
19990804,1999,August,4
19990805,1999,August,5
19990806,1999,August,6
19990809,1999,August,9
19990810,1999,August,10
19990811,1999,August,11
19990812,1999,August,12
19990813,1999,August,13
19990816,1999,August,16
19990817,1999,August,17
19990818,1999,August,18
19990819,1999,August,19
19990820,1999,August,20
19990823,1999,August,23
19990824,1999,August,24
19990825,1999,August,25
19990826,1999,August,26
19990827,1999,August,27
19990830,1999,August,30
19990831,1999,August,31
19990901,1999,September,1
19990902,1999,September,2
19990903,1999,September,3
19990907,1999,September,7
19990908,1999,September,8
19990909,1999,September,9
19990910,1999,September,10
19990913,1999,September,13
19990914,1999,September,14
19990915,1999,September,15
19990916,1999,September,16
19990917,1999,September,17
19990920,1999,September,20
19990921,1999,September,21
19990922,1999,September,22
19990923,1999,September,23
19990924,1999,September,24
19990927,1999,September,27
19990928,1999,September,28
19990929,1999,September,29
19990930,1999,September,30
19991001,1999,October,1
19991004,1999,October,4
19991005,1999,October,5
19991006,1999,October,6
19991007,1999,October,7
19991008,1999,October,8
19991011,1999,October,11
19991012,1999,October,12
19991013,1999,October,13
19991014,1999,October,14
19991015,1999,October,15
19991018,1999,October,18
19991019,1999,October,19
19991020,1999,October,20
19991021,1999,October,21
19991022,1999,October,22
19991025,1999,October,25
19991026,1999,October,26
19991027,1999,October,27
19991028,1999,October,28
19991029,1999,October,29
19991101,1999,November,1
19991102,1999,November,2
19991103,1999,November,3
19991104,1999,November,4
19991105,1999,November,5
19991108,1999,November,8
19991109,1999,November,9
19991110,1999,November,10
19991111,1999,November,11
19991112,1999,November,12
19991115,1999,November,15
19991116,1999,November,16
19991117,1999,November,17
19991118,1999,November,18
19991119,1999,November,19
19991122,1999,November,22
19991123,1999,November,23
19991124,1999,November,24
19991126,1999,November,26
19991129,1999,November,29
19991130,1999,November,30
19991201,1999,December,1
19991202,1999,December,2
19991203,1999,December,3
19991206,1999,December,6
19991207,1999,December,7
19991208,1999,December,8
19991209,1999,December,9
19991210,1999,December,10
19991213,1999,December,13
19991214,1999,December,14
19991215,1999,December,15
19991216,1999,December,16
19991217,1999,December,17
19991220,1999,December,20
19991221,1999,December,21
19991222,1999,December,22
19991223,1999,December,23
19991227,1999,December,27
19991228,1999,December,28
19991229,1999,December,29
19991230,1999,December,30
19991231,1999,December,31
20000103,2000,January,3
20000104,2000,January,4
20000105,2000,January,5
20000106,2000,January,6
20000107,2000,January,7
20000110,2000,January,10
20000111,2000,January,11
20000112,2000,January,12
20000113,2000,January,13
20000114,2000,January,14
20000118,2000,January,18
20000119,2000,January,19
20000120,2000,January,20
20000121,2000,January,21
20000124,2000,January,24
20000125,2000,January,25
20000126,2000,January,26
20000127,2000,January,27
20000128,2000,January,28
20000131,2000,January,31
20000201,2000,February,1
20000202,2000,February,2
20000203,2000,February,3
20000204,2000,February,4
20000207,2000,February,7
20000208,2000,February,8
20000209,2000,February,9
20000210,2000,February,10
20000211,2000,February,11
20000214,2000,February,14
20000215,2000,February,15
20000216,2000,February,16
20000217,2000,February,17
20000218,2000,February,18
20000222,2000,February,22
20000223,2000,February,23
20000224,2000,February,24
20000225,2000,February,25
20000228,2000,February,28
20000229,2000,February,29
20000301,2000,March,1
20000302,2000,March,2
20000303,2000,March,3
20000306,2000,March,6
20000307,2000,March,7
20000308,2000,March,8
20000309,2000,March,9
20000310,2000,March,10
20000313,2000,March,13
20000314,2000,March,14
20000315,2000,March,15
20000316,2000,March,16
20000317,2000,March,17
20000320,2000,March,20
20000321,2000,March,21
20000322,2000,March,22
20000323,2000,March,23
20000324,2000,March,24
20000327,2000,March,27
20000328,2000,March,28
20000329,2000,March,29
20000330,2000,March,30
20000331,2000,March,31
20000403,2000,April,3
20000404,2000,April,4
20000405,2000,April,5
20000406,2000,April,6
20000407,2000,April,7
20000410,2000,April,10
20000411,2000,April,11
20000412,2000,April,12
20000413,2000,April,13
20000414,2000,April,14
20000417,2000,April,17
20000418,2000,April,18
20000419,2000,April,19
20000420,2000,April,20
20000424,2000,April,24
20000425,2000,April,25
20000426,2000,April,26
20000427,2000,April,27
20000428,2000,April,28
20000501,2000,May,1
20000502,2000,May,2
20000503,2000,May,3
20000504,2000,May,4
20000505,2000,May,5
20000508,2000,May,8
20000509,2000,May,9
20000510,2000,May,10
20000511,2000,May,11
20000512,2000,May,12
20000515,2000,May,15
20000516,2000,May,16
20000517,2000,May,17
20000518,2000,May,18
20000519,2000,May,19
20000522,2000,May,22
20000523,2000,May,23
20000524,2000,May,24
20000525,2000,May,25
20000526,2000,May,26
20000530,2000,May,30
20000531,2000,May,31
20000601,2000,June,1
20000602,2000,June,2
20000605,2000,June,5
20000606,2000,June,6
20000607,2000,June,7
20000608,2000,June,8
20000609,2000,June,9
20000612,2000,June,12
20000613,2000,June,13
20000614,2000,June,14
20000615,2000,June,15
20000616,2000,June,16
20000619,2000,June,19
20000620,2000,June,20
20000621,2000,June,21
20000622,2000,June,22
20000623,2000,June,23
20000626,2000,June,26
20000627,2000,June,27
20000628,2000,June,28
20000629,2000,June,29
20000630,2000,June,30
20000703,2000,July,3
20000705,2000,July,5
20000706,2000,July,6
20000707,2000,July,7
20000710,2000,July,10
20000711,2000,July,11
20000712,2000,July,12
20000713,2000,July,13
20000714,2000,July,14
20000717,2000,July,17
20000718,2000,July,18
20000719,2000,July,19
20000720,2000,July,20
20000721,2000,July,21
20000724,2000,July,24
20000725,2000,July,25
20000726,2000,July,26
20000727,2000,July,27
20000728,2000,July,28
20000731,2000,July,31
20000801,2000,August,1
20000802,2000,August,2
20000803,2000,August,3
20000804,2000,August,4
20000807,2000,August,7
20000808,2000,August,8
20000809,2000,August,9
20000810,2000,August,10
20000811,2000,August,11
20000814,2000,August,14
20000815,2000,August,15
20000816,2000,August,16
20000817,2000,August,17
20000818,2000,August,18
20000821,2000,August,21
20000822,2000,August,22
20000823,2000,August,23
20000824,2000,August,24
20000825,2000,August,25
20000828,2000,August,28
20000829,2000,August,29
20000830,2000,August,30
20000831,2000,August,31
20000901,2000,September,1
20000905,2000,September,5
20000906,2000,September,6
20000907,2000,September,7
20000908,2000,September,8
20000911,2000,September,11
20000912,2000,September,12
20000913,2000,September,13
20000914,2000,September,14
20000915,2000,September,15
20000918,2000,September,18
20000919,2000,September,19
20000920,2000,September,20
20000921,2000,September,21
20000922,2000,September,22
20000925,2000,September,25
20000926,2000,September,26
20000927,2000,September,27
20000928,2000,September,28
20000929,2000,September,29
20001002,2000,October,2
20001003,2000,October,3
20001004,2000,October,4
20001005,2000,October,5
20001006,2000,October,6
20001009,2000,October,9
20001010,2000,October,10
20001011,2000,October,11
20001012,2000,October,12
20001013,2000,October,13
20001016,2000,October,16
20001017,2000,October,17
20001018,2000,October,18
20001019,2000,October,19
20001020,2000,October,20
20001023,2000,October,23
20001024,2000,October,24
20001025,2000,October,25
20001026,2000,October,26
20001027,2000,October,27
20001030,2000,October,30
20001031,2000,October,31
20001101,2000,November,1
20001102,2000,November,2
20001103,2000,November,3
20001106,2000,November,6
20001107,2000,November,7
20001108,2000,November,8
20001109,2000,November,9
20001110,2000,November,10
20001113,2000,November,13
20001114,2000,November,14
20001115,2000,November,15
20001116,2000,November,16
20001117,2000,November,17
20001120,2000,November,20
20001121,2000,November,21
20001122,2000,November,22
20001124,2000,November,24
20001127,2000,November,27
20001128,2000,November,28
20001129,2000,November,29
20001130,2000,November,30
20001201,2000,December,1
20001204,2000,December,4
20001205,2000,December,5
20001206,2000,December,6
20001207,2000,December,7
20001208,2000,December,8
20001211,2000,December,11
20001212,2000,December,12
20001213,2000,December,13
20001214,2000,December,14
20001215,2000,December,15
20001218,2000,December,18
20001219,2000,December,19
20001220,2000,December,20
20001221,2000,December,21
20001222,2000,December,22
20001226,2000,December,26
20001227,2000,December,27
20001228,2000,December,28
20001229,2000,December,29
20010102,2001,January,2
20010103,2001,January,3
20010104,2001,January,4
20010105,2001,January,5
20010108,2001,January,8
20010109,2001,January,9
20010110,2001,January,10
20010111,2001,January,11
20010112,2001,January,12
20010116,2001,January,16
20010117,2001,January,17
20010118,2001,January,18
20010119,2001,January,19
20010122,2001,January,22
20010123,2001,January,23
20010124,2001,January,24
20010125,2001,January,25
20010126,2001,January,26
20010129,2001,January,29
20010130,2001,January,30
20010131,2001,January,31
20010201,2001,February,1
20010202,2001,February,2
20010205,2001,February,5
20010206,2001,February,6
20010207,2001,February,7
20010208,2001,February,8
20010209,2001,February,9
20010212,2001,February,12
20010213,2001,February,13
20010214,2001,February,14
20010215,2001,February,15
20010216,2001,February,16
20010220,2001,February,20
20010221,2001,February,21
20010222,2001,February,22
20010223,2001,February,23
20010226,2001,February,26
20010227,2001,February,27
20010228,2001,February,28
20010301,2001,March,1
20010302,2001,March,2
20010305,2001,March,5
20010306,2001,March,6
20010307,2001,March,7
20010308,2001,March,8
20010309,2001,March,9
20010312,2001,March,12
20010313,2001,March,13
20010314,2001,March,14
20010315,2001,March,15
20010316,2001,March,16
20010319,2001,March,19
20010320,2001,March,20
20010321,2001,March,21
20010322,2001,March,22
20010323,2001,March,23
20010326,2001,March,26
20010327,2001,March,27
20010328,2001,March,28
20010329,2001,March,29
20010330,2001,March,30
20010402,2001,April,2
20010403,2001,April,3
20010404,2001,April,4
20010405,2001,April,5
20010406,2001,April,6
20010409,2001,April,9
20010410,2001,April,10
20010411,2001,April,11
20010412,2001,April,12
20010416,2001,April,16
20010417,2001,April,17
20010418,2001,April,18
20010419,2001,April,19
20010420,2001,April,20
20010423,2001,April,23
20010424,2001,April,24
20010425,2001,April,25
20010426,2001,April,26
20010427,2001,April,27
20010430,2001,April,30
20010501,2001,May,1
20010502,2001,May,2
20010503,2001,May,3
20010504,2001,May,4
20010507,2001,May,7
20010508,2001,May,8
20010509,2001,May,9
20010510,2001,May,10
20010511,2001,May,11
20010514,2001,May,14
20010515,2001,May,15
20010516,2001,May,16
20010517,2001,May,17
20010518,2001,May,18
20010521,2001,May,21
20010522,2001,May,22
20010523,2001,May,23
20010524,2001,May,24
20010525,2001,May,25
20010529,2001,May,29
20010530,2001,May,30
20010531,2001,May,31
20010601,2001,June,1
20010604,2001,June,4
20010605,2001,June,5
20010606,2001,June,6
20010607,2001,June,7
20010608,2001,June,8
20010611,2001,June,11
20010612,2001,June,12
20010613,2001,June,13
20010614,2001,June,14
20010615,2001,June,15
20010618,2001,June,18
20010619,2001,June,19
20010620,2001,June,20
20010621,2001,June,21
20010622,2001,June,22
20010625,2001,June,25
20010626,2001,June,26
20010627,2001,June,27
20010628,2001,June,28
20010629,2001,June,29
20010702,2001,July,2
20010703,2001,July,3
20010705,2001,July,5
20010706,2001,July,6
20010709,2001,July,9
20010710,2001,July,10
20010711,2001,July,11
20010712,2001,July,12
20010713,2001,July,13
20010716,2001,July,16
20010717,2001,July,17
20010718,2001,July,18
20010719,2001,July,19
20010720,2001,July,20
20010723,2001,July,23
20010724,2001,July,24
20010725,2001,July,25
20010726,2001,July,26
20010727,2001,July,27
20010730,2001,July,30
20010731,2001,July,31
20010801,2001,August,1
20010802,2001,August,2
20010803,2001,August,3
20010806,2001,August,6
20010807,2001,August,7
20010808,2001,August,8
20010809,2001,August,9
20010810,2001,August,10
20010813,2001,August,13
20010814,2001,August,14
20010815,2001,August,15
20010816,2001,August,16
20010817,2001,August,17
20010820,2001,August,20
20010821,2001,August,21
20010822,2001,August,22
20010823,2001,August,23
20010824,2001,August,24
20010827,2001,August,27
20010828,2001,August,28
20010829,2001,August,29
20010830,2001,August,30
20010831,2001,August,31
20010904,2001,September,4
20010905,2001,September,5
20010906,2001,September,6
20010907,2001,September,7
20010910,2001,September,10
20010917,2001,September,17
20010918,2001,September,18
20010919,2001,September,19
20010920,2001,September,20
20010921,2001,September,21
20010924,2001,September,24
20010925,2001,September,25
20010926,2001,September,26
20010927,2001,September,27
20010928,2001,September,28
20011001,2001,October,1
20011002,2001,October,2
20011003,2001,October,3
20011004,2001,October,4
20011005,2001,October,5
20011008,2001,October,8
20011009,2001,October,9
20011010,2001,October,10
20011011,2001,October,11
20011012,2001,October,12
20011015,2001,October,15
20011016,2001,October,16
20011017,2001,October,17
20011018,2001,October,18
20011019,2001,October,19
20011022,2001,October,22
20011023,2001,October,23
20011024,2001,October,24
20011025,2001,October,25
20011026,2001,October,26
20011029,2001,October,29
20011030,2001,October,30
20011031,2001,October,31
20011101,2001,November,1
20011102,2001,November,2
20011105,2001,November,5
20011106,2001,November,6
20011107,2001,November,7
20011108,2001,November,8
20011109,2001,November,9
20011112,2001,November,12
20011113,2001,November,13
20011114,2001,November,14
20011115,2001,November,15
20011116,2001,November,16
20011119,2001,November,19
20011120,2001,November,20
20011121,2001,November,21
20011123,2001,November,23
20011126,2001,November,26
20011127,2001,November,27
20011128,2001,November,28
20011129,2001,November,29
20011130,2001,November,30
20011203,2001,December,3
20011204,2001,December,4
20011205,2001,December,5
20011206,2001,December,6
20011207,2001,December,7
20011210,2001,December,10
20011211,2001,December,11
20011212,2001,December,12
20011213,2001,December,13
20011214,2001,December,14
20011217,2001,December,17
20011218,2001,December,18
20011219,2001,December,19
20011220,2001,December,20
20011221,2001,December,21
20011224,2001,December,24
20011226,2001,December,26
20011227,2001,December,27
20011228,2001,December,28
20011231,2001,December,31
20020102,2002,January,2
20020103,2002,January,3
20020104,2002,January,4
20020107,2002,January,7
20020108,2002,January,8
20020109,2002,January,9
20020110,2002,January,10
20020111,2002,January,11
20020114,2002,January,14
20020115,2002,January,15
20020116,2002,January,16
20020117,2002,January,17
20020118,2002,January,18
20020122,2002,January,22
20020123,2002,January,23
20020124,2002,January,24
20020125,2002,January,25
20020128,2002,January,28
20020129,2002,January,29
20020130,2002,January,30
20020131,2002,January,31
20020201,2002,February,1
20020204,2002,February,4
20020205,2002,February,5
20020206,2002,February,6
20020207,2002,February,7
20020208,2002,February,8
20020211,2002,February,11
20020212,2002,February,12
20020213,2002,February,13
20020214,2002,February,14
20020215,2002,February,15
20020219,2002,February,19
20020220,2002,February,20
20020221,2002,February,21
20020222,2002,February,22
20020225,2002,February,25
20020226,2002,February,26
20020227,2002,February,27
20020228,2002,February,28
20020301,2002,March,1
20020304,2002,March,4
20020305,2002,March,5
20020306,2002,March,6
20020307,2002,March,7
20020308,2002,March,8
20020311,2002,March,11
20020312,2002,March,12
20020313,2002,March,13
20020314,2002,March,14
20020315,2002,March,15
20020318,2002,March,18
20020319,2002,March,19
20020320,2002,March,20
20020321,2002,March,21
20020322,2002,March,22
20020325,2002,March,25
20020326,2002,March,26
20020327,2002,March,27
20020328,2002,March,28
20020401,2002,April,1
20020402,2002,April,2
20020403,2002,April,3
20020404,2002,April,4
20020405,2002,April,5
20020408,2002,April,8
20020409,2002,April,9
20020410,2002,April,10
20020411,2002,April,11
20020412,2002,April,12
20020415,2002,April,15
20020416,2002,April,16
20020417,2002,April,17
20020418,2002,April,18
20020419,2002,April,19
20020422,2002,April,22
20020423,2002,April,23
20020424,2002,April,24
20020425,2002,April,25
20020426,2002,April,26
20020429,2002,April,29
20020430,2002,April,30
20020501,2002,May,1
20020502,2002,May,2
20020503,2002,May,3
20020506,2002,May,6
20020507,2002,May,7
20020508,2002,May,8
20020509,2002,May,9
20020510,2002,May,10
20020513,2002,May,13
20020514,2002,May,14
20020515,2002,May,15
20020516,2002,May,16
20020517,2002,May,17
20020520,2002,May,20
20020521,2002,May,21
20020522,2002,May,22
20020523,2002,May,23
20020524,2002,May,24
20020528,2002,May,28
20020529,2002,May,29
20020530,2002,May,30
20020531,2002,May,31
20020603,2002,June,3
20020604,2002,June,4
20020605,2002,June,5
20020606,2002,June,6
20020607,2002,June,7
20020610,2002,June,10
20020611,2002,June,11
20020612,2002,June,12
20020613,2002,June,13
20020614,2002,June,14
20020617,2002,June,17
20020618,2002,June,18
20020619,2002,June,19
20020620,2002,June,20
20020621,2002,June,21
20020624,2002,June,24
20020625,2002,June,25
20020626,2002,June,26
20020627,2002,June,27
20020628,2002,June,28
20020701,2002,July,1
20020702,2002,July,2
20020703,2002,July,3
20020705,2002,July,5
20020708,2002,July,8
20020709,2002,July,9
20020710,2002,July,10
20020711,2002,July,11
20020712,2002,July,12
20020715,2002,July,15
20020716,2002,July,16
20020717,2002,July,17
20020718,2002,July,18
20020719,2002,July,19
20020722,2002,July,22
20020723,2002,July,23
20020724,2002,July,24
20020725,2002,July,25
20020726,2002,July,26
20020729,2002,July,29
20020730,2002,July,30
20020731,2002,July,31
20020801,2002,August,1
20020802,2002,August,2
20020805,2002,August,5
20020806,2002,August,6
20020807,2002,August,7
20020808,2002,August,8
20020809,2002,August,9
20020812,2002,August,12
20020813,2002,August,13
20020814,2002,August,14
20020815,2002,August,15
20020816,2002,August,16
20020819,2002,August,19
20020820,2002,August,20
20020821,2002,August,21
20020822,2002,August,22
20020823,2002,August,23
20020826,2002,August,26
20020827,2002,August,27
20020828,2002,August,28
20020829,2002,August,29
20020830,2002,August,30
20020903,2002,September,3
20020904,2002,September,4
20020905,2002,September,5
20020906,2002,September,6
20020909,2002,September,9
20020910,2002,September,10
20020911,2002,September,11
20020912,2002,September,12
20020913,2002,September,13
20020916,2002,September,16
20020917,2002,September,17
20020918,2002,September,18
20020919,2002,September,19
20020920,2002,September,20
20020923,2002,September,23
20020924,2002,September,24
20020925,2002,September,25
20020926,2002,September,26
20020927,2002,September,27
20020930,2002,September,30
20021001,2002,October,1
20021002,2002,October,2
20021003,2002,October,3
20021004,2002,October,4
20021007,2002,October,7
20021008,2002,October,8
20021009,2002,October,9
20021010,2002,October,10
20021011,2002,October,11
20021014,2002,October,14
20021015,2002,October,15
20021016,2002,October,16
20021017,2002,October,17
20021018,2002,October,18
20021021,2002,October,21
20021022,2002,October,22
20021023,2002,October,23
20021024,2002,October,24
20021025,2002,October,25
20021028,2002,October,28
20021029,2002,October,29
20021030,2002,October,30
20021031,2002,October,31
20021101,2002,November,1
20021104,2002,November,4
20021105,2002,November,5
20021106,2002,November,6
20021107,2002,November,7
20021108,2002,November,8
20021111,2002,November,11
20021112,2002,November,12
20021113,2002,November,13
20021114,2002,November,14
20021115,2002,November,15
20021118,2002,November,18
20021119,2002,November,19
20021120,2002,November,20
20021121,2002,November,21
20021122,2002,November,22
20021125,2002,November,25
20021126,2002,November,26
20021127,2002,November,27
20021129,2002,November,29
20021202,2002,December,2
20021203,2002,December,3
20021204,2002,December,4
20021205,2002,December,5
20021206,2002,December,6
20021209,2002,December,9
20021210,2002,December,10
20021211,2002,December,11
20021212,2002,December,12
20021213,2002,December,13
20021216,2002,December,16
20021217,2002,December,17
20021218,2002,December,18
20021219,2002,December,19
20021220,2002,December,20
20021223,2002,December,23
20021224,2002,December,24
20021226,2002,December,26
20021227,2002,December,27
20021230,2002,December,30
20021231,2002,December,31
20030102,2003,January,2
20030103,2003,January,3
20030106,2003,January,6
20030107,2003,January,7
